timestamp,load_forecast,price_day_ahead,wind_forecast
2016-01-01T00:00:00Z,38163,22.39,8579
2016-01-01T01:00:00Z,36769,20.59,8542
2016-01-01T02:00:00Z,36452,16.81,8443
2016-01-01T03:00:00Z,36578,17.41,8295
2016-01-01T04:00:00Z,37173,17.02,7319
2016-01-01T05:00:00Z,38645,15.86,6574
2016-01-01T06:00:00Z,41436,18.16,5624
2016-01-01T07:00:00Z,43562,17.73,4644
2016-01-01T08:00:00Z,45414,19.77,3733
2016-01-01T09:00:00Z,47467,23.75,2776
2016-01-01T10:00:00Z,49736,26.03,1830
2016-01-01T11:00:00Z,49661,27.06,1287
2016-01-01T12:00:00Z,48274,26.59,790
2016-01-01T13:00:00Z,46918,25.00,496
2016-01-01T14:00:00Z,46270,24.43,405
2016-01-01T15:00:00Z,47815,28.87,665
2016-01-01T16:00:00Z,50811,37.44,1298
2016-01-01T17:00:00Z,51361,37.41,2146
2016-01-01T18:00:00Z,49848,35.34,3371
2016-01-01T19:00:00Z,46698,33.07,4383
2016-01-01T20:00:00Z,44840,29.52,5409
2016-01-01T21:00:00Z,46157,30.10,6180
2016-01-01T22:00:00Z,43415,24.57,6958
2016-01-01T23:00:00Z,39997,22.20,7462
2016-01-02T00:00:00Z,38854,16.57,8763
2016-01-02T01:00:00Z,37761,15.35,10716
2016-01-02T02:00:00Z,37253,12.77,11949
2016-01-02T03:00:00Z,36994,11.27,13451
2016-01-02T04:00:00Z,36773,11.91,14640
2016-01-02T05:00:00Z,36438,12.62,15480
2016-01-02T06:00:00Z,38902,13.83,16062
2016-01-02T07:00:00Z,41734,16.12,16588
2016-01-02T08:00:00Z,44743,18.12,17324
2016-01-02T09:00:00Z,46773,19.59,17888
2016-01-02T10:00:00Z,48570,21.07,18265
2016-01-02T11:00:00Z,48439,22.54,18329
2016-01-02T12:00:00Z,46886,19.79,18394
2016-01-02T13:00:00Z,45282,16.90,18540
2016-01-02T14:00:00Z,45050,16.97,18754
2016-01-02T15:00:00Z,46735,19.25,19192
2016-01-02T16:00:00Z,50845,28.01,19913
2016-01-02T17:00:00Z,51808,28.36,20215
2016-01-02T18:00:00Z,50653,26.56,20108
2016-01-02T19:00:00Z,47480,17.38,19693
2016-01-02T20:00:00Z,45323,15.83,19202
2016-01-02T21:00:00Z,45357,16.97,18460
2016-01-02T22:00:00Z,42906,15.31,18772
2016-01-02T23:00:00Z,39183,6.99,18924
2016-01-03T00:00:00Z,37522,-0.01,18596
2016-01-03T01:00:00Z,36391,0.23,18600
2016-01-03T02:00:00Z,35796,4.51,18440
2016-01-03T03:00:00Z,35654,4.12,18281
2016-01-03T04:00:00Z,35020,6.76,18302
2016-01-03T05:00:00Z,33741,0.75,18422
2016-01-03T06:00:00Z,35640,4.27,18190
2016-01-03T07:00:00Z,38071,9.11,17751
2016-01-03T08:00:00Z,41259,15.92,17202
2016-01-03T09:00:00Z,43857,17.06,16685
2016-01-03T10:00:00Z,46006,19.28,15632
2016-01-03T11:00:00Z,46086,20.25,14568
2016-01-03T12:00:00Z,44358,17.66,14358
2016-01-03T13:00:00Z,43238,18.49,14313
2016-01-03T14:00:00Z,42755,16.51,14881
2016-01-03T15:00:00Z,44245,18.76,15377
2016-01-03T16:00:00Z,48103,22.21,16306
2016-01-03T17:00:00Z,48839,26.76,17294
2016-01-03T18:00:00Z,48491,27.08,17648
2016-01-03T19:00:00Z,46339,25.33,17745
2016-01-03T20:00:00Z,45057,22.11,17589
2016-01-03T21:00:00Z,45100,20.91,16955
2016-01-03T22:00:00Z,42580,14.43,16746
2016-01-03T23:00:00Z,39638,13.78,16415
2016-01-04T00:00:00Z,38416,12.77,15686
2016-01-04T01:00:00Z,37598,10.56,15040
2016-01-04T02:00:00Z,37503,3.87,14410
2016-01-04T03:00:00Z,38184,3.20,13623
2016-01-04T04:00:00Z,40040,8.67,13175
2016-01-04T05:00:00Z,44283,18.01,13284
2016-01-04T06:00:00Z,49210,28.52,13091
2016-01-04T07:00:00Z,51996,34.74,12873
2016-01-04T08:00:00Z,53262,33.46,12206
2016-01-04T09:00:00Z,54323,33.24,11458
2016-01-04T10:00:00Z,55414,35.09,10580
2016-01-04T11:00:00Z,55581,35.00,10173
2016-01-04T12:00:00Z,55420,35.00,9772
2016-01-04T13:00:00Z,54696,34.94,9753
2016-01-04T14:00:00Z,54602,34.92,10014
2016-01-04T15:00:00Z,55001,38.00,10292
2016-01-04T16:00:00Z,57667,41.21,10920
2016-01-04T17:00:00Z,57506,42.95,11096
2016-01-04T18:00:00Z,56355,41.96,10861
2016-01-04T19:00:00Z,53095,34.94,10690
2016-01-04T20:00:00Z,51208,30.66,10284
2016-01-04T21:00:00Z,49542,30.00,9974
2016-01-04T22:00:00Z,46129,23.90,9676
2016-01-04T23:00:00Z,45162,25.03,9529
2016-01-05T00:00:00Z,43624,24.42,9304
2016-01-05T01:00:00Z,42957,22.34,9205
2016-01-05T02:00:00Z,43102,21.50,9191
2016-01-05T03:00:00Z,43698,20.00,9260
2016-01-05T04:00:00Z,45673,23.53,9387
2016-01-05T05:00:00Z,50388,28.96,9378
2016-01-05T06:00:00Z,53782,38.32,9323
2016-01-05T07:00:00Z,55516,41.45,9250
2016-01-05T08:00:00Z,56398,40.72,9086
2016-01-05T09:00:00Z,57320,40.66,8797
2016-01-05T10:00:00Z,58345,40.33,8369
2016-01-05T11:00:00Z,58364,38.25,8088
2016-01-05T12:00:00Z,57514,36.98,7892
2016-01-05T13:00:00Z,56844,34.91,7972
2016-01-05T14:00:00Z,55958,33.50,8052
2016-01-05T15:00:00Z,56930,35.10,8112
2016-01-05T16:00:00Z,60355,42.44,8368
2016-01-05T17:00:00Z,59878,42.94,8622
2016-01-05T18:00:00Z,58480,41.74,8527
2016-01-05T19:00:00Z,55394,36.47,8410
2016-01-05T20:00:00Z,53431,33.01,8185
2016-01-05T21:00:00Z,51335,31.75,7999
2016-01-05T22:00:00Z,48179,26.99,7968
2016-01-05T23:00:00Z,46293,26.62,7723
2016-01-06T00:00:00Z,44592,25.58,7566
2016-01-06T01:00:00Z,43632,24.59,7264
2016-01-06T02:00:00Z,43657,22.50,7212
2016-01-06T03:00:00Z,44323,23.16,7163
2016-01-06T04:00:00Z,46025,24.99,7366
2016-01-06T05:00:00Z,49641,26.62,7206
2016-01-06T06:00:00Z,53922,28.03,7265
2016-01-06T07:00:00Z,56044,29.34,7169
2016-01-06T08:00:00Z,56882,32.94,6806
2016-01-06T09:00:00Z,57941,37.71,6636
2016-01-06T10:00:00Z,59290,40.08,6272
2016-01-06T11:00:00Z,59384,40.73,5672
2016-01-06T12:00:00Z,58415,38.26,5346
2016-01-06T13:00:00Z,57398,35.44,5177
2016-01-06T14:00:00Z,56586,36.92,5347
2016-01-06T15:00:00Z,57555,41.28,5586
2016-01-06T16:00:00Z,60688,44.95,6018
2016-01-06T17:00:00Z,60838,46.90,6242
2016-01-06T18:00:00Z,60139,43.95,6465
2016-01-06T19:00:00Z,57016,39.94,6603
2016-01-06T20:00:00Z,54642,32.40,6434
2016-01-06T21:00:00Z,52791,33.51,6437
2016-01-06T22:00:00Z,49727,30.11,6372
2016-01-06T23:00:00Z,48334,26.41,6420
2016-01-07T00:00:00Z,46368,26.05,6509
2016-01-07T01:00:00Z,45747,24.93,6713
2016-01-07T02:00:00Z,45477,22.39,6943
2016-01-07T03:00:00Z,45715,22.32,7062
2016-01-07T04:00:00Z,47145,24.20,7098
2016-01-07T05:00:00Z,51123,31.00,7575
2016-01-07T06:00:00Z,56124,42.47,8400
2016-01-07T07:00:00Z,58904,42.97,9167
2016-01-07T08:00:00Z,59518,41.93,10482
2016-01-07T09:00:00Z,60248,41.62,11005
2016-01-07T10:00:00Z,61582,41.50,10906
2016-01-07T11:00:00Z,61650,40.66,10983
2016-01-07T12:00:00Z,60815,40.33,11398
2016-01-07T13:00:00Z,59631,36.51,12438
2016-01-07T14:00:00Z,58608,33.49,13858
2016-01-07T15:00:00Z,59363,34.19,15102
2016-01-07T16:00:00Z,62492,40.66,16114
2016-01-07T17:00:00Z,62372,40.80,17594
2016-01-07T18:00:00Z,61607,37.19,18522
2016-01-07T19:00:00Z,58048,31.94,19609
2016-01-07T20:00:00Z,55562,27.01,20734
2016-01-07T21:00:00Z,53667,27.52,21372
2016-01-07T22:00:00Z,50358,23.40,21563
2016-01-07T23:00:00Z,47579,12.12,22456
2016-01-08T00:00:00Z,45902,17.23,22810
2016-01-08T01:00:00Z,45419,13.90,22868
2016-01-08T02:00:00Z,45529,12.11,23458
2016-01-08T03:00:00Z,46135,12.99,23700
2016-01-08T04:00:00Z,48272,16.98,24682
2016-01-08T05:00:00Z,53390,22.02,25880
2016-01-08T06:00:00Z,57250,28.40,26073
2016-01-08T07:00:00Z,59181,29.31,26408
2016-01-08T08:00:00Z,60095,26.60,26070
2016-01-08T09:00:00Z,60994,25.55,25515
2016-01-08T10:00:00Z,61818,25.76,25106
2016-01-08T11:00:00Z,61632,25.13,23671
2016-01-08T12:00:00Z,60823,25.58,21322
2016-01-08T13:00:00Z,59717,27.60,18643
2016-01-08T14:00:00Z,58626,32.08,16149
2016-01-08T15:00:00Z,59056,37.16,15412
2016-01-08T16:00:00Z,62038,45.00,14731
2016-01-08T17:00:00Z,61797,46.97,13577
2016-01-08T18:00:00Z,60847,40.09,12775
2016-01-08T19:00:00Z,57551,34.61,11888
2016-01-08T20:00:00Z,54977,31.52,11230
2016-01-08T21:00:00Z,52957,32.50,10311
2016-01-08T22:00:00Z,49643,26.01,9782
2016-01-08T23:00:00Z,49121,26.10,8815
2016-01-09T00:00:00Z,47162,25.10,8121
2016-01-09T01:00:00Z,45991,24.30,7671
2016-01-09T02:00:00Z,45728,23.23,7198
2016-01-09T03:00:00Z,45488,21.96,7355
2016-01-09T04:00:00Z,45371,22.45,7094
2016-01-09T05:00:00Z,46293,23.07,7464
2016-01-09T06:00:00Z,49119,25.00,7537
2016-01-09T07:00:00Z,51774,32.11,7807
2016-01-09T08:00:00Z,53867,37.12,7990
2016-01-09T09:00:00Z,55210,36.13,7728
2016-01-09T10:00:00Z,56394,35.76,6464
2016-01-09T11:00:00Z,56151,34.06,5640
2016-01-09T12:00:00Z,54974,31.54,5292
2016-01-09T13:00:00Z,53554,27.92,5173
2016-01-09T14:00:00Z,53016,27.00,6124
2016-01-09T15:00:00Z,54094,30.50,7979
2016-01-09T16:00:00Z,57224,36.99,9648
2016-01-09T17:00:00Z,57281,36.80,10718
2016-01-09T18:00:00Z,56253,35.00,11450
2016-01-09T19:00:00Z,53452,29.00,11629
2016-01-09T20:00:00Z,51767,25.01,11666
2016-01-09T21:00:00Z,50689,25.10,12193
2016-01-09T22:00:00Z,48067,22.28,12602
2016-01-09T23:00:00Z,45307,15.58,13086
2016-01-10T00:00:00Z,43642,19.05,13590
2016-01-10T01:00:00Z,42700,16.87,14377
2016-01-10T02:00:00Z,42423,12.75,15121
2016-01-10T03:00:00Z,42379,10.81,15188
2016-01-10T04:00:00Z,42151,10.85,15749
2016-01-10T05:00:00Z,42071,9.85,16646
2016-01-10T06:00:00Z,43893,11.92,17234
2016-01-10T07:00:00Z,45793,15.44,17175
2016-01-10T08:00:00Z,48109,18.99,16838
2016-01-10T09:00:00Z,50064,19.66,16607
2016-01-10T10:00:00Z,52063,21.59,16256
2016-01-10T11:00:00Z,52234,21.83,15297
2016-01-10T12:00:00Z,50745,20.82,14348
2016-01-10T13:00:00Z,49532,20.06,13428
2016-01-10T14:00:00Z,49119,21.45,12548
2016-01-10T15:00:00Z,50178,23.92,12871
2016-01-10T16:00:00Z,53845,27.93,13438
2016-01-10T17:00:00Z,54834,35.00,13767
2016-01-10T18:00:00Z,54350,33.00,14325
2016-01-10T19:00:00Z,52492,30.03,13727
2016-01-10T20:00:00Z,51122,26.06,12371
2016-01-10T21:00:00Z,50568,26.93,11575
2016-01-10T22:00:00Z,47684,23.12,11273
2016-01-10T23:00:00Z,46126,21.95,10728
2016-01-11T00:00:00Z,44867,20.04,10013
2016-01-11T01:00:00Z,44379,19.78,9387
2016-01-11T02:00:00Z,44640,19.36,8030
2016-01-11T03:00:00Z,45615,19.56,7316
2016-01-11T04:00:00Z,48240,21.67,6474
2016-01-11T05:00:00Z,54660,28.50,6188
2016-01-11T06:00:00Z,59705,41.61,6382
2016-01-11T07:00:00Z,61786,45.93,6817
2016-01-11T08:00:00Z,62593,44.00,7204
2016-01-11T09:00:00Z,63655,41.94,7137
2016-01-11T10:00:00Z,65064,41.96,6793
2016-01-11T11:00:00Z,64721,42.33,6240
2016-01-11T12:00:00Z,64018,42.10,6038
2016-01-11T13:00:00Z,62624,39.88,6398
2016-01-11T14:00:00Z,62063,37.50,7476
2016-01-11T15:00:00Z,62527,37.95,8467
2016-01-11T16:00:00Z,65390,44.69,9729
2016-01-11T17:00:00Z,65438,42.88,10479
2016-01-11T18:00:00Z,64074,40.00,10726
2016-01-11T19:00:00Z,60028,33.09,10824
2016-01-11T20:00:00Z,56623,27.93,10748
2016-01-11T21:00:00Z,53708,28.00,10604
2016-01-11T22:00:00Z,49576,24.14,10300
2016-01-11T23:00:00Z,47446,21.51,10106
2016-01-12T00:00:00Z,45513,19.81,9849
2016-01-12T01:00:00Z,44679,19.10,9681
2016-01-12T02:00:00Z,44823,15.74,9863
2016-01-12T03:00:00Z,45723,15.54,10305
2016-01-12T04:00:00Z,48375,20.19,10822
2016-01-12T05:00:00Z,55141,24.38,11436
2016-01-12T06:00:00Z,60332,35.92,11621
2016-01-12T07:00:00Z,62702,40.50,11797
2016-01-12T08:00:00Z,63272,41.00,12120
2016-01-12T09:00:00Z,64177,38.66,12748
2016-01-12T10:00:00Z,65489,36.46,12975
2016-01-12T11:00:00Z,65084,35.00,13248
2016-01-12T12:00:00Z,64186,33.30,13553
2016-01-12T13:00:00Z,62994,32.21,13435
2016-01-12T14:00:00Z,62155,33.00,12850
2016-01-12T15:00:00Z,62925,36.08,13023
2016-01-12T16:00:00Z,66128,41.94,13584
2016-01-12T17:00:00Z,66285,40.33,13919
2016-01-12T18:00:00Z,64775,29.69,14524
2016-01-12T19:00:00Z,60611,26.05,15350
2016-01-12T20:00:00Z,57672,24.76,15537
2016-01-12T21:00:00Z,55021,24.03,15507
2016-01-12T22:00:00Z,51229,21.51,15597
2016-01-12T23:00:00Z,46688,21.00,15809
2016-01-13T00:00:00Z,44811,19.66,16090
2016-01-13T01:00:00Z,43860,18.13,16516
2016-01-13T02:00:00Z,43988,15.30,17244
2016-01-13T03:00:00Z,44950,18.05,17520
2016-01-13T04:00:00Z,47531,20.83,18230
2016-01-13T05:00:00Z,53723,24.10,19194
2016-01-13T06:00:00Z,60009,27.87,19309
2016-01-13T07:00:00Z,63408,29.98,18275
2016-01-13T08:00:00Z,63400,30.73,17223
2016-01-13T09:00:00Z,64125,31.45,16594
2016-01-13T10:00:00Z,65786,33.56,15837
2016-01-13T11:00:00Z,65727,33.99,15398
2016-01-13T12:00:00Z,65146,34.09,14673
2016-01-13T13:00:00Z,63661,34.02,13976
2016-01-13T14:00:00Z,63207,37.44,13336
2016-01-13T15:00:00Z,63858,39.58,13012
2016-01-13T16:00:00Z,66560,43.00,12136
2016-01-13T17:00:00Z,66833,42.22,10898
2016-01-13T18:00:00Z,65557,38.86,9909
2016-01-13T19:00:00Z,61358,29.62,9212
2016-01-13T20:00:00Z,58326,26.97,8514
2016-01-13T21:00:00Z,55727,25.88,8676
2016-01-13T22:00:00Z,51569,23.52,9194
2016-01-13T23:00:00Z,48015,24.29,9833
2016-01-14T00:00:00Z,46250,23.06,9532
2016-01-14T01:00:00Z,45310,22.22,9152
2016-01-14T02:00:00Z,45585,22.03,8990
2016-01-14T03:00:00Z,46578,22.53,8285
2016-01-14T04:00:00Z,49082,23.90,8370
2016-01-14T05:00:00Z,55872,29.99,9000
2016-01-14T06:00:00Z,62462,44.07,9734
2016-01-14T07:00:00Z,65687,44.99,10273
2016-01-14T08:00:00Z,65952,41.39,10525
2016-01-14T09:00:00Z,66596,34.95,10369
2016-01-14T10:00:00Z,67678,33.18,10483
2016-01-14T11:00:00Z,67492,31.17,10506
2016-01-14T12:00:00Z,66933,33.52,10268
2016-01-14T13:00:00Z,65518,39.97,9868
2016-01-14T14:00:00Z,64599,42.99,9567
2016-01-14T15:00:00Z,64955,42.34,9721
2016-01-14T16:00:00Z,68305,45.50,10369
2016-01-14T17:00:00Z,68531,41.06,11076
2016-01-14T18:00:00Z,67164,40.02,10633
2016-01-14T19:00:00Z,62700,38.34,10494
2016-01-14T20:00:00Z,59229,30.86,10391
2016-01-14T21:00:00Z,57029,28.16,9926
2016-01-14T22:00:00Z,53207,25.73,9744
2016-01-14T23:00:00Z,49305,24.58,9660
2016-01-15T00:00:00Z,47434,25.03,9733
2016-01-15T01:00:00Z,46692,24.36,9642
2016-01-15T02:00:00Z,46934,23.50,9479
2016-01-15T03:00:00Z,47972,22.94,9575
2016-01-15T04:00:00Z,50560,23.17,9534
2016-01-15T05:00:00Z,57692,26.35,9762
2016-01-15T06:00:00Z,63661,40.90,9618
2016-01-15T07:00:00Z,66458,45.21,9335
2016-01-15T08:00:00Z,65905,45.46,8549
2016-01-15T09:00:00Z,66213,45.99,7845
2016-01-15T10:00:00Z,67168,46.95,6973
2016-01-15T11:00:00Z,66811,44.00,6298
2016-01-15T12:00:00Z,65566,42.05,5759
2016-01-15T13:00:00Z,64140,39.99,5160
2016-01-15T14:00:00Z,63747,37.65,4644
2016-01-15T15:00:00Z,64899,38.00,4236
2016-01-15T16:00:00Z,67941,45.26,3936
2016-01-15T17:00:00Z,68026,48.04,3818
2016-01-15T18:00:00Z,66865,44.36,3529
2016-01-15T19:00:00Z,62532,34.38,3075
2016-01-15T20:00:00Z,59050,29.34,2934
2016-01-15T21:00:00Z,56984,27.17,2625
2016-01-15T22:00:00Z,53179,25.02,2326
2016-01-15T23:00:00Z,49817,27.13,2187
2016-01-16T00:00:00Z,47696,26.37,2093
2016-01-16T01:00:00Z,46364,25.58,2006
2016-01-16T02:00:00Z,46311,24.73,2180
2016-01-16T03:00:00Z,46730,24.08,2436
2016-01-16T04:00:00Z,47307,25.32,2602
2016-01-16T05:00:00Z,49557,24.77,2766
2016-01-16T06:00:00Z,53218,25.03,3258
2016-01-16T07:00:00Z,55801,27.55,4115
2016-01-16T08:00:00Z,57428,32.40,4726
2016-01-16T09:00:00Z,58442,34.21,5118
2016-01-16T10:00:00Z,59199,33.23,5931
2016-01-16T11:00:00Z,58819,29.16,6466
2016-01-16T12:00:00Z,57748,26.31,7099
2016-01-16T13:00:00Z,56482,25.47,7727
2016-01-16T14:00:00Z,55826,25.60,7948
2016-01-16T15:00:00Z,56485,30.15,7788
2016-01-16T16:00:00Z,60318,39.77,7948
2016-01-16T17:00:00Z,60832,40.03,8048
2016-01-16T18:00:00Z,59782,30.99,8223
2016-01-16T19:00:00Z,56325,26.19,8343
2016-01-16T20:00:00Z,53984,25.90,8475
2016-01-16T21:00:00Z,52870,25.53,8733
2016-01-16T22:00:00Z,50049,24.12,8873
2016-01-16T23:00:00Z,46636,20.86,8831
2016-01-17T00:00:00Z,44603,20.25,8726
2016-01-17T01:00:00Z,43540,20.76,8456
2016-01-17T02:00:00Z,43474,20.97,8266
2016-01-17T03:00:00Z,43609,20.89,7966
2016-01-17T04:00:00Z,43794,20.94,7637
2016-01-17T05:00:00Z,44848,19.64,7495
2016-01-17T06:00:00Z,47937,22.35,6884
2016-01-17T07:00:00Z,50443,23.52,5737
2016-01-17T08:00:00Z,52960,26.54,4770
2016-01-17T09:00:00Z,54928,30.11,4060
2016-01-17T10:00:00Z,56486,36.29,3350
2016-01-17T11:00:00Z,56345,32.44,2878
2016-01-17T12:00:00Z,54526,26.93,2724
2016-01-17T13:00:00Z,53398,26.19,2530
2016-01-17T14:00:00Z,52876,27.07,2310
2016-01-17T15:00:00Z,53644,31.94,2319
2016-01-17T16:00:00Z,57523,39.49,2079
2016-01-17T17:00:00Z,58600,42.80,1968
2016-01-17T18:00:00Z,57970,39.23,1862
2016-01-17T19:00:00Z,55358,33.30,1741
2016-01-17T20:00:00Z,53500,27.04,1996
2016-01-17T21:00:00Z,52789,27.05,2354
2016-01-17T22:00:00Z,49587,24.99,2563
2016-01-17T23:00:00Z,46780,23.96,2678
2016-01-18T00:00:00Z,45054,23.47,2789
2016-01-18T01:00:00Z,44357,23.56,2592
2016-01-18T02:00:00Z,44820,23.48,2734
2016-01-18T03:00:00Z,46212,23.51,2519
2016-01-18T04:00:00Z,49533,24.25,2244
2016-01-18T05:00:00Z,57989,27.61,2195
2016-01-18T06:00:00Z,63057,46.01,2498
2016-01-18T07:00:00Z,65129,49.98,2836
2016-01-18T08:00:00Z,65889,50.54,3110
2016-01-18T09:00:00Z,66835,49.91,3117
2016-01-18T10:00:00Z,68002,48.44,2724
2016-01-18T11:00:00Z,67523,46.93,2912
2016-01-18T12:00:00Z,66532,46.32,3300
2016-01-18T13:00:00Z,65492,45.76,3480
2016-01-18T14:00:00Z,64932,49.53,3502
2016-01-18T15:00:00Z,65245,49.66,3658
2016-01-18T16:00:00Z,68004,62.55,4168
2016-01-18T17:00:00Z,68245,56.07,4628
2016-01-18T18:00:00Z,67150,47.18,5206
2016-01-18T19:00:00Z,62612,35.09,5464
2016-01-18T20:00:00Z,59247,26.95,5678
2016-01-18T21:00:00Z,56437,26.94,5890
2016-01-18T22:00:00Z,52223,25.09,6150
2016-01-18T23:00:00Z,50427,31.95,6575
2016-01-19T00:00:00Z,48448,32.16,6670
2016-01-19T01:00:00Z,47719,28.97,6634
2016-01-19T02:00:00Z,47798,30.01,6747
2016-01-19T03:00:00Z,48653,30.45,6940
2016-01-19T04:00:00Z,50396,27.01,7392
2016-01-19T05:00:00Z,56718,31.90,7908
2016-01-19T06:00:00Z,61942,54.10,8304
2016-01-19T07:00:00Z,64540,64.90,8551
2016-01-19T08:00:00Z,64962,65.35,7806
2016-01-19T09:00:00Z,66017,61.31,7267
2016-01-19T10:00:00Z,67781,61.43,6382
2016-01-19T11:00:00Z,67143,58.98,5768
2016-01-19T12:00:00Z,66009,58.53,5718
2016-01-19T13:00:00Z,64828,55.81,6049
2016-01-19T14:00:00Z,63884,55.50,5881
2016-01-19T15:00:00Z,64595,56.21,6365
2016-01-19T16:00:00Z,67752,70.07,6878
2016-01-19T17:00:00Z,68179,74.97,7558
2016-01-19T18:00:00Z,66771,57.56,7957
2016-01-19T19:00:00Z,62291,48.24,7758
2016-01-19T20:00:00Z,59558,37.98,7618
2016-01-19T21:00:00Z,57161,33.67,7434
2016-01-19T22:00:00Z,53201,29.79,7168
2016-01-19T23:00:00Z,51625,26.05,6819
2016-01-20T00:00:00Z,49516,26.17,6799
2016-01-20T01:00:00Z,48721,26.42,6452
2016-01-20T02:00:00Z,48652,25.36,6552
2016-01-20T03:00:00Z,49231,25.76,6640
2016-01-20T04:00:00Z,51128,26.54,6230
2016-01-20T05:00:00Z,56618,32.70,6298
2016-01-20T06:00:00Z,64005,55.08,6159
2016-01-20T07:00:00Z,68389,61.08,6024
2016-01-20T08:00:00Z,68667,58.43,5824
2016-01-20T09:00:00Z,69069,58.97,5073
2016-01-20T10:00:00Z,69942,56.14,4800
2016-01-20T11:00:00Z,69540,58.60,4485
2016-01-20T12:00:00Z,68989,57.58,4362
2016-01-20T13:00:00Z,67540,54.95,4196
2016-01-20T14:00:00Z,67028,52.42,4066
2016-01-20T15:00:00Z,66989,72.01,4088
2016-01-20T16:00:00Z,70330,92.75,4120
2016-01-20T17:00:00Z,70542,79.09,4018
2016-01-20T18:00:00Z,69528,70.03,4006
2016-01-20T19:00:00Z,65260,50.10,3661
2016-01-20T20:00:00Z,62006,40.06,3216
2016-01-20T21:00:00Z,59720,33.52,2770
2016-01-20T22:00:00Z,56103,29.63,2511
2016-01-20T23:00:00Z,52134,29.65,2342
2016-01-21T00:00:00Z,50044,27.82,2035
2016-01-21T01:00:00Z,49176,26.65,1797
2016-01-21T02:00:00Z,49359,26.96,1628
2016-01-21T03:00:00Z,49968,27.47,1432
2016-01-21T04:00:00Z,52757,29.09,1410
2016-01-21T05:00:00Z,60332,40.78,1444
2016-01-21T06:00:00Z,67574,70.01,1562
2016-01-21T07:00:00Z,69470,85.05,1621
2016-01-21T08:00:00Z,69417,83.54,1652
2016-01-21T09:00:00Z,69806,74.94,1605
2016-01-21T10:00:00Z,70533,70.12,1699
2016-01-21T11:00:00Z,69821,59.91,1587
2016-01-21T12:00:00Z,69022,57.69,1680
2016-01-21T13:00:00Z,68083,57.99,1551
2016-01-21T14:00:00Z,67095,61.05,1394
2016-01-21T15:00:00Z,66951,57.43,1430
2016-01-21T16:00:00Z,70587,77.13,1681
2016-01-21T17:00:00Z,70734,86.01,2142
2016-01-21T18:00:00Z,69364,60.13,2507
2016-01-21T19:00:00Z,64806,50.09,2841
2016-01-21T20:00:00Z,61517,35.47,2952
2016-01-21T21:00:00Z,59333,30.36,3004
2016-01-21T22:00:00Z,55778,26.97,3224
2016-01-21T23:00:00Z,53886,28.05,3354
2016-01-22T00:00:00Z,51649,27.92,3441
2016-01-22T01:00:00Z,50831,26.78,3424
2016-01-22T02:00:00Z,50723,26.57,3532
2016-01-22T03:00:00Z,51271,27.02,3730
2016-01-22T04:00:00Z,54062,28.07,4004
2016-01-22T05:00:00Z,61293,30.82,4308
2016-01-22T06:00:00Z,68208,48.46,4954
2016-01-22T07:00:00Z,70600,52.50,5882
2016-01-22T08:00:00Z,70697,48.66,6469
2016-01-22T09:00:00Z,71548,45.11,6489
2016-01-22T10:00:00Z,72281,44.96,6114
2016-01-22T11:00:00Z,71878,42.06,5821
2016-01-22T12:00:00Z,70592,37.02,5964
2016-01-22T13:00:00Z,68861,32.27,6442
2016-01-22T14:00:00Z,67644,32.65,7692
2016-01-22T15:00:00Z,67493,32.84,9992
2016-01-22T16:00:00Z,70369,34.83,12934
2016-01-22T17:00:00Z,70043,28.30,15214
2016-01-22T18:00:00Z,68903,26.88,15944
2016-01-22T19:00:00Z,64237,25.46,16267
2016-01-22T20:00:00Z,61064,24.88,15776
2016-01-22T21:00:00Z,59102,24.28,15034
2016-01-22T22:00:00Z,55509,22.63,14262
2016-01-22T23:00:00Z,53252,24.44,13088
2016-01-23T00:00:00Z,50691,24.02,11936
2016-01-23T01:00:00Z,49386,23.03,10903
2016-01-23T02:00:00Z,49022,22.99,10683
2016-01-23T03:00:00Z,49148,22.68,10570
2016-01-23T04:00:00Z,49495,22.44,11178
2016-01-23T05:00:00Z,50922,21.46,11944
2016-01-23T06:00:00Z,54656,23.35,12382
2016-01-23T07:00:00Z,57309,24.68,12812
2016-01-23T08:00:00Z,59530,28.90,13353
2016-01-23T09:00:00Z,61566,31.32,12898
2016-01-23T10:00:00Z,61838,34.75,11954
2016-01-23T11:00:00Z,61150,34.39,12182
2016-01-23T12:00:00Z,59734,30.45,12240
2016-01-23T13:00:00Z,58053,28.04,12079
2016-01-23T14:00:00Z,57169,29.10,11705
2016-01-23T15:00:00Z,57946,29.70,12347
2016-01-23T16:00:00Z,61093,36.97,12193
2016-01-23T17:00:00Z,62218,42.60,11267
2016-01-23T18:00:00Z,61180,35.83,11248
2016-01-23T19:00:00Z,57253,28.84,11502
2016-01-23T20:00:00Z,55125,25.40,10594
2016-01-23T21:00:00Z,54443,26.27,10684
2016-01-23T22:00:00Z,51688,27.06,10650
2016-01-23T23:00:00Z,47192,24.08,10535
2016-01-24T00:00:00Z,45201,23.99,10120
2016-01-24T01:00:00Z,44263,24.83,9829
2016-01-24T02:00:00Z,44325,23.24,9755
2016-01-24T03:00:00Z,44610,22.54,9922
2016-01-24T04:00:00Z,45022,23.41,9343
2016-01-24T05:00:00Z,45643,21.41,9229
2016-01-24T06:00:00Z,48431,21.40,9028
